,0 Present day longitude (degrees),1 Present day latitude (degrees),2 Reconstructed longitude (degrees),3 Reconstructed latitude (degrees),4 Age (Ma),5 Time before mineralisation (Myr),6 Seafloor age (Myr),7 Segment length (km),8 Slab length (km),9 Distance to trench edge (km),10 Subducting plate normal velocity (km/Myr),11 Subducting plate parallel velocity (km/Myr),12 Overriding plate normal velocity (km/Myr),13 Overriding plate parallel velocity (km/Myr),14 Convergence normal rate (km/Myr),15 Convergence parallel rate (km/Myr),16 Subduction polarity (degrees),17 Subduction obliquity (degrees),18 Distance along margin (km),19 Subduction obliquity signed (radians),20 Ore Deposits Binary Flag (1 or 0)
10,-75.54534777777778,-43.888934444444445,-39.53883259887991,-49.7042089084501,0.0,104.5,20.043813194522663,55.8820071111111,537.4631816666666,66.06494722222223,58.654734999999995,30.818589222222226,-23.024577,17.102906555555556,72.513206,54.60949900000001,-0.6601781111111109,37.49800211111111,274.58156999999994,0.6544636124856413,1.0
11,-75.54534777777778,-43.888934444444445,-37.05930490967993,-50.147290819328475,0.0,114.5,18.563726917910106,55.64499666666667,724.9319433333334,71.45723822222223,23.649583333333336,-5.764989111111111,-6.534192666666668,-12.39805088888889,24.79177822222222,22.005958666666668,1.9435704444444446,46.89192555555555,274.58156999999994,0.13140718398688675,0.0
12,-75.54534777777778,-43.888934444444445,-37.87718387724415,-49.961163720444034,0.0,124.5,42.553332762104795,55.63726533333333,836.4455148888889,568.5204257777777,152.08801,7.756115222222222,-0.8678296666666672,17.564252777777778,120.74820622222224,137.05753855555557,3.9722840000000006,49.481950888888896,274.58156999999994,0.8636229632933727,0.0
13,-75.54534777777778,-43.888934444444445,-42.14973380908851,-50.47079720823313,0.0,134.5,50.32796460097783,59.65354844444444,883.5806582222222,86.82431299999999,115.90447944444445,5.385333444444444,31.308580555555558,1.6573343333333341,51.546273444444445,100.74853633333332,8.421251000000002,63.10505966666667,274.58156999999994,1.101391067623894,0.0
14,-75.54534777777778,-43.888934444444445,-46.03868212360808,-50.19074039789936,0.0,144.5,52.26845427160863,61.46475711111111,1087.8244798888886,80.15907722222221,83.10664588888889,-12.795193888888889,2.7405707777777772,10.144619555555556,76.41742677777776,45.95689666666666,12.473778444444442,31.668012111111118,274.58156999999994,0.5527110612888481,0.0
15,-75.54534777777778,-43.888934444444445,-46.59545127285705,-49.537673078602865,0.0,154.5,53.254487008856486,59.345218333333335,943.2059933333334,69.83218166666667,79.53733266666667,-15.791316888888892,11.096020333333332,-23.884265444444445,54.96491900000001,52.99273022222222,11.315422333333334,45.89948477777777,274.58156999999994,0.801097134541379,0.0
16,-75.54534777777778,-43.888934444444445,-47.11042932395563,-46.90157839684631,0.0,164.5,45.190049136826,57.48379911111111,856.3487276666667,76.86575533333333,56.73639055555556,-13.737879222222222,1.4465475555555556,-27.31993611111111,38.997374444444446,49.63826822222222,12.529758333333332,52.27255722222221,274.58156999999994,0.9123282198995046,0.0
17,-74.88115888888889,-39.44191777777778,-74.15579514380264,-40.002601409710635,0.0,4.5,22.89804524631804,55.596747777777786,934.7244644444445,934.7244644444445,76.27307716049383,39.29021530864198,-15.374734938271606,11.98812197530864,91.19259111111108,27.694583580246913,7.339797111111112,16.89099913580247,774.4020366666666,0.2948035355036382,0.0
18,-74.88115888888889,-39.44191777777778,-72.29460140774304,-41.291247451528854,0.0,14.5,36.28428436046879,55.71695822222223,1384.5823505555556,1384.5823505555556,93.46740466666667,47.750358222222225,-19.726708888888886,12.882662888888888,111.92923599999999,37.101686666666666,6.809610222222223,17.98360688888889,774.4020366666666,0.31387314530402294,0.0
19,-74.88115888888889,-39.44191777777778,-69.79565348065942,-42.714415123288816,0.0,24.5,43.39461091756258,55.802966000000005,1385.4161757777777,1385.4161757777777,62.97455666666666,53.87003844444445,-23.462724555555553,13.345635555555555,81.35811677777778,38.797778,6.1834266666666675,27.277896000000005,774.4020366666666,0.4760891057929758,0.0
20,-74.88115888888889,-39.44191777777778,-66.94720283993652,-43.598921065234364,0.0,34.5,39.67084641750205,55.87719555555556,1385.6147008888888,1385.6147008888888,6.5398273333333306,31.811272888888887,-23.804229555555555,1.1038053333333333,22.76709577777778,21.108693666666664,5.2714609999999995,56.684304777777776,774.4020366666666,0.21034378189360817,0.0
